boards,value
002110220,0.46399999999999997
002110221,0.1331472587082923
002112010,0.5
002112020,0.46399999999999997
002112021,0.27531673599999995
002112120,0.30548819967999996
002112121,0.5
002112200,0.5
002112201,0.08596318199891505
002112210,0.08441766397905731
002112211,0.5
002112221,0.32
002120010,0.5
002120011,0.5
002120012,0.5
002120021,0.5
002120101,0.5
002120102,0.5
002120110,0.5
002120112,0.4
002120120,0.41600000000000004
002120121,0.20106184697536786
002121002,0.6
002121010,0.5
002121012,0.90585032704
002121020,0.5
002121021,0.8883430428835839
002121102,0.3870718622579032
002121112,0.5
002121120,0.432768
002121121,0.5
002121122,0.5
002122010,0.5
002122011,0.6
002122101,0.20481329227995784
002122110,0.6
002122121,0.4
002200011,0.4
002200101,0.32975133240329685
002200112,0.5
002200121,0.4
002200211,0.8623744
002201010,0.5
002201011,0.5
002201012,0.5
002201021,0.4
002201101,0.5
002201102,0.5
002201110,0.5
002201112,0.33681778081920727
002201120,0.5
002201121,0.40497152
002201201,0.8245756928
002201210,0.5
002201211,0.5
002202011,0.5
002202101,0.5
002202110,0.5
002210011,0.5
002210012,0.5
002210021,0.5
002210101,0.5
002210102,0.5
002210112,0.3030097896180547
002210120,0.4
002210121,0.2424832
002210201,0.5
002210211,0.5
002211002,0.4
002211010,0.5
002211012,0.09137165794913218
002211020,0.45142630400000006
002211021,0.32439804651110404
002211102,0.081132741391474
002211112,0.5
002211120,0.15234036802987025
002211121,0.5
002211122,0.32
002211201,0.5
002211210,0.4
002211211,0.5
002211212,0.5
002211221,0.5
002212010,0.616
002212011,0.32
002212101,0.237568
002212110,0.40576
002212121,0.4
002212211,0.5
002220011,0.5
002220101,0.744
002221010,0.5
002221011,0.6799999999999999
002221101,0.3200054445178707
002221110,0.4028147497671066
002221112,0.48
002221121,0.4
010101022,0.5
010101202,0.5
010102020,0.5
010102021,0.5
010102022,0.5
010102102,0.5
010102120,0.5
010102122,0.41984
010102201,0.5
010102202,0.5
010102210,0.5
010102212,0.48
010102220,0.7079679999999999
010102221,0.3974217728
010112020,0.5
010112022,0.5
010112122,0.5
010112202,0.4
010112220,0.7815781292234314
010112221,0.5
010121020,0.5
010121022,0.5
010121122,0.5
010121202,0.5
010121212,0.5
010122020,0.5
010122021,0.40019342813113834
010122102,0.5
010122112,0.5
010122120,0.4
010122121,0.5
010122122,0.6799999999999999
010122201,0.4811529215046068
010122210,0.668928
010122211,0.5
010122212,0.5
010122221,0.628969701146624
010202010,0.5836285542399999
010202011,0.5
010202012,0.5
010202021,0.43594239999999995
010202101,0.5
010202102,0.5
010202112,0.5
010202121,0.699963052648287
010212020,0.336
010212021,0.27697152
010212102,0.45599999999999996
010212121,0.5
010212122,0.5
011100202,0.5
011102122,0.5
011102202,0.4
011102212,0.5
011102220,0.4
011102221,0.5
011112202,0.5
011112220,0.5
011120122,0.5
011120202,0.732891136
011120212,0.5
011120221,0.5
011121202,0.5
011121220,0.5
011122120,0.5
011122122,0.2048
011122201,0.5
011122202,0.6
011122210,0.5
011122212,0.10485760000000002
011122220,0.4
011122221,3.4028236692093856e-05
011200012,0.5
011200021,0.5
011200022,0.46399999999999997
011200102,0.5
011200122,0.4
011200201,0.5
011200202,0.5
011200212,0.4
011200221,0.32
011201020,0.5
011201022,0.5
011201122,0.5
011201202,0.5
011201212,0.5
011201220,0.5
011202012,0.6352
011202020,0.46399999999999997
011202021,0.38522880000000004
011202102,0.52
011202112,0.5
011202120,0.5
011202121,0.5
011202122,0.5
011202201,0.35377152
011202210,0.4
011202211,0.5
011202212,0.5
011202221,0.744
011210022,0.4
011210202,0.4
011210221,0.5
011211022,0.5
011211202,0.5
011211220,0.5
011212020,0.3462144
011212021,0.5
011212022,0.5
011212201,0.5
011212202,0.5
011212220,0.5
011212221,0.06710886400000002
011220012,0.5
011220021,0.32
011220102,0.5
011220112,0.5
011220121,0.5
011220122,0.5
011220201,0.2636035260416
011220211,0.5
011220212,0.5
011220221,0.5
011221012,0.5
011221020,0.5
011221022,0.5
011221102,0.5
011221120,0.5
011221122,0.2048
011221202,0.5
011221212,0.5
011221220,0.5
012100201,0.5
012100202,0.5
012100212,0.5
012100221,0.7495868539756396
012101212,0.5
012101220,0.5
012101221,0.5
012102221,0.52
012110202,0.384
012110221,0.5
012112220,0.5
012112221,0.0004951760157141523
012200012,0.5
012200021,0.5
012200101,0.5
012200102,0.695285829632
012200112,0.513659243682857
012200121,0.04200495251263347
012200201,0.5
012200211,0.4
012201012,0.4512
012201020,0.5
012201021,0.3596361728
012201102,0.2363976595898428
012201112,0.5
012201120,0.21107187512634315
012201121,0.5
012201122,0.32
012201201,0.83616
012201211,0.5
012201212,0.5
012201221,0.6
012202101,0.23486047925317374
012202121,0.4
012202211,0.5
012210021,0.07936948380159183
012210102,0.16027208896589673
012210121,0.5
012210122,0.48
012210201,0.32641208848510794
012210221,0.744
012211020,0.0774407969541832
012211021,0.5
012211022,0.4
012211102,0.5
012211120,0.5
012211122,0.0003961408125713218
012211201,0.5
012211202,0.5
012211220,0.5
012211221,0.005764607523034235
012212021,0.4
012212101,0.5
012212120,0.4
012212121,0.0002028240960365168
012212201,0.5
012220101,0.07646733642566345
012220112,0.5
012220121,0.30760632320000003
012221012,0.5
012221021,0.48
012221101,0.5
012221102,0.32
012221112,0.10485760000000002
012221120,0.256
012221121,2.1778071482940068e-05
020202101,0.63611392
020212101,0.256
020212112,0.5
020212121,0.5
021200101,0.5
021200102,0.4768256
021200112,0.4
021200121,0.32
021200201,0.5
021200211,0.33471463424
021201112,0.5
021201122,0.5
021201212,0.5
021202121,0.5
021202211,0.5
021210201,0.212992
021210211,0.5
021210212,0.4
021210221,0.5
021211202,0.744
021211212,0.005764607523034235
021212201,0.5
021212211,0.10485760000000002
021220101,0.5
021220112,0.5
021220211,0.7952
021221112,0.2048
022201211,0.5
022210211,0.5
022211211,0.5
101000122,0.5
101000202,0.3080839517285085
101000212,0.5
101001202,0.5
101002122,0.32
101002201,0.5
101002202,0.5
101002212,0.03931223662741537
101002221,0.28221440000000003
101010202,0.5
101012202,0.22688718428690366
101012212,0.5
101020102,0.5
101020122,0.32
101020202,0.5
101020212,0.039481886377783895
101021122,0.5
101021202,0.24048655534022287
101021212,0.5
101022121,0.5
101022122,0.5
101022201,0.26797162496098925
101022211,0.5
101022212,0.4
101022221,0.5
101102202,0.3159090100039285
101102212,0.5
101102221,0.5
101112202,0.5
101121202,0.5
101122201,0.5
101122202,0.4
101122212,1.1150372599265315e-05
101122221,0.017592186044416
101202102,0.2638807040000001
101202112,0.5
101202121,0.5
101202122,0.5
101202212,0.4
101212202,0.5
101212212,0.0007737125245533628
102000201,0.6479999999999999
102000211,0.5
102000212,0.5
102000221,0.6854925347821298
102001212,0.3308417344056852
102001221,0.4
102010202,0.5
102010212,0.12588060224473185
102011212,0.5
102100202,0.5
102100212,0.9999343550797833
102100221,0.4
102101202,0.61177088
102101212,0.5
102101221,0.5
102102201,0.584
102102211,0.5
102102221,0.6
102110202,0.766528
102110212,0.5
102200102,0.5
102200112,0.5458822210873783
102200121,0.24877465599999998
102201102,0.038359636596234016
102201112,0.5
102201121,0.5
102201122,0.4
102201211,0.5
102201212,0.32
102201221,0.9725122093056
102202121,0.744
102202211,0.5
102210102,0.5454292265485275
102210112,0.5
102210122,0.4
102210212,0.4
102211102,0.5
102211122,0.0002028240960365168
102211202,0.5
102211212,0.0003961408125713218
102220112,0.5
102220121,0.5
102221102,0.32
102221112,1.3937965749081642e-05
102221121,0.017592186044416
112100202,0.5
112100212,0.5
112102221,0.32
112110202,0.5
112200112,0.5
112200122,0.6
112200212,0.5
112201122,0.0001038459371706966
112201202,0.5
112201212,0.13107200000000002
112201221,0.2048
112202121,0.027487790694400004
112202211,0.5
112210122,0.08388608000000002
112210202,0.5
112211202,0.007205759403792794
112220112,0.5
121202121,0.5
202011212,0.5
202101212,0.5
212101212,0.5
